subj,object_response,category,condition,imagename
subject-02,car,car,7,0037_lp_s02_7_car_10_n03100240_1406.png
subject-02,chair,clock,1,0038_lp_s02_1_clock_10_n04548280_2809.png
subject-02,cat,chair,15,0039_lp_s02_15_chair_10_n02791124_634.png
subject-02,dog,cat,5,0040_lp_s02_5_cat_10_n02124075_13187.png
subject-02,bottle,bear,15,0041_lp_s02_15_bear_10_n02132136_786.png
subject-02,boat,boat,0,0042_lp_s02_0_boat_10_n03344393_8599.png
subject-02,bear,bear,0,0043_lp_s02_0_bear_10_n02134418_5581.png
subject-02,bicycle,bicycle,1,0044_lp_s02_1_bicycle_10_n02835271_20920.png
subject-02,clock,clock,1,0045_lp_s02_1_clock_10_n03196217_7836.png
subject-02,keyboard,airplane,40,0046_lp_s02_40_airplane_10_n02690373_19134.png
subject-02,chair,knife,3,0047_lp_s02_3_knife_10_n03041632_13108.png
subject-02,bottle,bottle,3,0048_lp_s02_3_bottle_10_n02823428_4658.png
subject-02,boat,boat,0,0049_lp_s02_0_boat_10_n04273569_12318.png
subject-02,truck,truck,7,0050_lp_s02_7_truck_10_n03796401_4119.png
subject-02,cat,cat,15,0051_lp_s02_15_cat_10_n02124075_11888.png
subject-02,knife,chair,10,0052_lp_s02_10_chair_10_n03376595_1798.png
subject-02,bird,cat,15,0053_lp_s02_15_cat_10_n02123394_5909.png
subject-02,elephant,knife,10,0054_lp_s02_10_knife_10_n03041632_24384.png
subject-02,clock,clock,0,0055_lp_s02_0_clock_10_n03196217_6160.png
subject-02,bottle,bottle,7,0056_lp_s02_7_bottle_10_n03983396_12042.png
subject-02,clock,clock,7,0057_lp_s02_7_clock_10_n02708093_6890.png
subject-02,oven,bird,10,0058_lp_s02_10_bird_10_n01843383_277.png
subject-02,chair,boat,10,0059_lp_s02_10_boat_10_n03344393_4482.png
subject-02,truck,keyboard,40,0060_lp_s02_40_keyboard_10_n03085013_23793.png
subject-02,bird,bird,5,0061_lp_s02_5_bird_10_n02011460_19314.png
subject-02,keyboard,bear,15,0062_lp_s02_15_bear_10_n02134418_5777.png
subject-02,knife,bear,3,0063_lp_s02_3_bear_10_n02134084_20142.png
subject-02,chair,elephant,40,0064_lp_s02_40_elephant_10_n02504013_572.png
subject-02,keyboard,oven,10,0065_lp_s02_10_oven_10_n04111531_11279.png
subject-02,chair,keyboard,5,0066_lp_s02_5_keyboard_10_n03085013_23319.png
subject-02,boat,boat,5,0067_lp_s02_5_boat_10_n04273569_2037.png
subject-02,chair,chair,1,0068_lp_s02_1_chair_10_n04429376_19354.png
subject-02,boat,boat,7,0069_lp_s02_7_boat_10_n02951358_30909.png
subject-02,clock,clock,7,0070_lp_s02_7_clock_10_n04548280_532.png
subject-02,elephant,elephant,0,0071_lp_s02_0_elephant_10_n02504458_908.png
subject-02,airplane,keyboard,3,0072_lp_s02_3_keyboard_10_n03085013_8136.png
subject-02,airplane,airplane,7,0073_lp_s02_7_airplane_10_n02690373_2293.png
subject-02,bicycle,bicycle,0,0074_lp_s02_0_bicycle_10_n03792782_13281.png
subject-02,bear,clock,40,0075_lp_s02_40_clock_10_n03196217_3903.png
subject-02,car,car,1,0076_lp_s02_1_car_10_n03100240_595.png
subject-02,cat,cat,5,0077_lp_s02_5_cat_10_n02123597_5887.png
subject-02,cat,cat,3,0078_lp_s02_3_cat_10_n02125311_6283.png
subject-02,elephant,elephant,5,0079_lp_s02_5_elephant_10_n02504458_3059.png
subject-02,chair,chair,3,0080_lp_s02_3_chair_10_n04429376_57621.png
subject-02,keyboard,chair,0,0081_lp_s02_0_chair_10_n03376595_6107.png
subject-02,oven,bear,40,0082_lp_s02_40_bear_10_n02132136_5815.png
subject-02,boat,boat,3,0083_lp_s02_3_boat_10_n03662601_17665.png
subject-02,clock,bear,40,0084_lp_s02_40_bear_10_n02132136_25168.png
subject-02,keyboard,keyboard,15,0085_lp_s02_15_keyboard_10_n03085013_23731.png
subject-02,car,car,0,0086_lp_s02_0_car_10_n03100240_11428.png
subject-02,airplane,airplane,1,0087_lp_s02_1_airplane_10_n02690373_9328.png
subject-02,bear,bear,15,0088_lp_s02_15_bear_10_n02134084_19849.png
subject-02,knife,knife,0,0089_lp_s02_0_knife_10_n03041632_8528.png
subject-02,elephant,boat,40,0090_lp_s02_40_boat_10_n03344393_2915.png
subject-02,clock,clock,3,0091_lp_s02_3_clock_10_n04548280_289.png
subject-02,bicycle,bicycle,1,0092_lp_s02_1_bicycle_10_n03792782_51466.png
subject-02,chair,chair,0,0093_lp_s02_0_chair_10_n03376595_13927.png
subject-02,truck,keyboard,5,0094_lp_s02_5_keyboard_10_n04505470_9331.png
subject-02,keyboard,keyboard,0,0095_lp_s02_0_keyboard_10_n04505470_4044.png
subject-02,car,car,0,0096_lp_s02_0_car_10_n02814533_4689.png
subject-02,dog,dog,7,0097_lp_s02_7_dog_10_n02098105_2343.png
subject-02,bird,bird,7,0098_lp_s02_7_bird_10_n02009912_11907.png
subject-02,na,oven,5,0099_lp_s02_5_oven_10_n04111531_585.png
subject-02,keyboard,keyboard,7,0100_lp_s02_7_keyboard_10_n04505470_1120.png
subject-02,boat,clock,15,0101_lp_s02_15_clock_10_n02708093_274.png
subject-02,clock,clock,0,0102_lp_s02_0_clock_10_n04548280_4391.png
subject-02,oven,oven,1,0103_lp_s02_1_oven_10_n04111531_10640.png
subject-02,oven,airplane,40,0104_lp_s02_40_airplane_10_n02690373_4591.png
subject-02,bear,bear,3,0105_lp_s02_3_bear_10_n02132136_6441.png
subject-02,knife,knife,0,0106_lp_s02_0_knife_10_n03041632_22570.png
subject-02,cat,bird,3,0107_lp_s02_3_bird_10_n01616318_6874.png
subject-02,oven,bicycle,15,0108_lp_s02_15_bicycle_10_n03792782_13051.png
subject-02,keyboard,truck,7,0109_lp_s02_7_truck_10_n03796401_7527.png
subject-02,truck,boat,15,0110_lp_s02_15_boat_10_n04273569_103.png
subject-02,bear,bird,1,0111_lp_s02_1_bird_10_n01819313_18188.png
subject-02,dog,dog,1,0112_lp_s02_1_dog_10_n02091635_5740.png
subject-02,cat,cat,0,0113_lp_s02_0_cat_10_n02125311_35785.png
subject-02,oven,oven,15,0114_lp_s02_15_oven_10_n04111531_8793.png
subject-02,chair,clock,5,0115_lp_s02_5_clock_10_n03196217_2530.png
subject-02,dog,dog,7,0116_lp_s02_7_dog_10_n02090721_7040.png
subject-02,car,car,7,0117_lp_s02_7_car_10_n02814533_44503.png
subject-02,boat,truck,7,0118_lp_s02_7_truck_10_n03417042_17545.png
subject-02,bicycle,airplane,10,0119_lp_s02_10_airplane_10_n02690373_8543.png
subject-02,keyboard,keyboard,7,0120_lp_s02_7_keyboard_10_n04505470_578.png
subject-02,cat,cat,3,0121_lp_s02_3_cat_10_n02125311_37322.png
subject-02,airplane,cat,7,0122_lp_s02_7_cat_10_n02123159_587.png
subject-02,bottle,bottle,0,0123_lp_s02_0_bottle_10_n02823428_14536.png
subject-02,oven,cat,40,0124_lp_s02_40_cat_10_n02123045_2029.png
subject-02,chair,chair,7,0125_lp_s02_7_chair_10_n03376595_11572.png
subject-02,bear,clock,15,0126_lp_s02_15_clock_10_n04548280_8892.png
subject-02,bottle,bottle,1,0127_lp_s02_1_bottle_10_n04557648_12301.png
subject-02,dog,dog,1,0128_lp_s02_1_dog_10_n02102480_7293.png
subject-02,oven,boat,15,0129_lp_s02_15_boat_10_n04612504_13309.png
subject-02,clock,dog,15,0130_lp_s02_15_dog_10_n02107312_5733.png
subject-02,bear,bear,5,0131_lp_s02_5_bear_10_n02132136_9815.png
subject-02,chair,chair,0,0132_lp_s02_0_chair_10_n04429376_8237.png
subject-02,bear,bear,0,0133_lp_s02_0_bear_10_n02134084_7790.png
subject-02,chair,chair,1,0134_lp_s02_1_chair_10_n02791124_66.png
subject-02,airplane,airplane,10,0135_lp_s02_10_airplane_10_n02690373_2580.png
subject-02,truck,truck,1,0136_lp_s02_1_truck_10_n03417042_820.png
subject-02,keyboard,keyboard,10,0137_lp_s02_10_keyboard_10_n04505470_3132.png
subject-02,clock,chair,10,0138_lp_s02_10_chair_10_n04429376_10341.png
subject-02,knife,bicycle,40,0139_lp_s02_40_bicycle_10_n03792782_17666.png
subject-02,boat,boat,1,0140_lp_s02_1_boat_10_n02951358_2445.png
subject-02,chair,chair,5,0141_lp_s02_5_chair_10_n02791124_3731.png
subject-02,knife,knife,7,0142_lp_s02_7_knife_10_n03041632_2058.png
subject-02,bicycle,elephant,40,0143_lp_s02_40_elephant_10_n02504458_2419.png
subject-02,bottle,truck,40,0144_lp_s02_40_truck_10_n03417042_10038.png
subject-02,boat,chair,3,0145_lp_s02_3_chair_10_n03376595_5112.png
subject-02,bear,bear,1,0146_lp_s02_1_bear_10_n02134418_2231.png
subject-02,cat,cat,10,0147_lp_s02_10_cat_10_n02123597_19450.png
subject-02,dog,airplane,40,0148_lp_s02_40_airplane_10_n02690373_5961.png
subject-02,chair,chair,3,0149_lp_s02_3_chair_10_n02791124_14040.png
subject-02,elephant,bottle,40,0150_lp_s02_40_bottle_10_n04560804_3392.png
subject-02,chair,bird,15,0151_lp_s02_15_bird_10_n02056570_9572.png
subject-02,cat,cat,5,0152_lp_s02_5_cat_10_n02123394_4164.png
subject-02,bird,bird,7,0153_lp_s02_7_bird_10_n01601694_10927.png
subject-02,boat,car,40,0154_lp_s02_40_car_10_n03100240_5018.png
subject-02,cat,cat,1,0155_lp_s02_1_cat_10_n02124075_8884.png
subject-02,oven,car,40,0156_lp_s02_40_car_10_n04285008_12868.png
subject-02,cat,elephant,15,0157_lp_s02_15_elephant_10_n02504458_6050.png
subject-02,keyboard,keyboard,3,0158_lp_s02_3_keyboard_10_n04505470_3615.png
subject-02,clock,dog,15,0159_lp_s02_15_dog_10_n02108915_1114.png
subject-02,knife,knife,1,0160_lp_s02_1_knife_10_n03041632_45338.png
subject-02,chair,chair,3,0161_lp_s02_3_chair_10_n04429376_16952.png
subject-02,oven,oven,3,0162_lp_s02_3_oven_10_n04111531_1002.png
subject-02,elephant,elephant,1,0163_lp_s02_1_elephant_10_n02504458_900.png
subject-02,keyboard,keyboard,0,0164_lp_s02_0_keyboard_10_n04505470_4599.png
subject-02,dog,dog,1,0165_lp_s02_1_dog_10_n02086646_2810.png
subject-02,elephant,bicycle,7,0166_lp_s02_7_bicycle_10_n02835271_12608.png
subject-02,keyboard,keyboard,1,0167_lp_s02_1_keyboard_10_n03085013_20914.png
subject-02,bear,bird,10,0168_lp_s02_10_bird_10_n01860187_27046.png
subject-02,clock,dog,40,0169_lp_s02_40_dog_10_n02088364_11910.png
subject-02,truck,truck,0,0170_lp_s02_0_truck_10_n03417042_4557.png
subject-02,keyboard,keyboard,5,0171_lp_s02_5_keyboard_10_n03085013_15295.png
subject-02,bird,bird,1,0172_lp_s02_1_bird_10_n02051845_1935.png
subject-02,oven,oven,3,0173_lp_s02_3_oven_10_n04111531_5171.png
subject-02,elephant,elephant,7,0174_lp_s02_7_elephant_10_n02504013_8052.png
subject-02,bicycle,truck,40,0175_lp_s02_40_truck_10_n03417042_21758.png
subject-02,oven,airplane,40,0176_lp_s02_40_airplane_10_n02690373_3561.png
subject-02,chair,chair,3,0177_lp_s02_3_chair_10_n04429376_18863.png
subject-02,airplane,airplane,3,0178_lp_s02_3_airplane_10_n02690373_10462.png
subject-02,bird,bird,1,0179_lp_s02_1_bird_10_n01860187_348.png
subject-02,boat,boat,0,0180_lp_s02_0_boat_10_n03662601_1947.png
subject-02,bicycle,bottle,40,0181_lp_s02_40_bottle_10_n03937543_1391.png
subject-02,oven,knife,15,0182_lp_s02_15_knife_10_n03041632_45264.png
subject-02,bird,bird,1,0183_lp_s02_1_bird_10_n02033041_11415.png
subject-02,car,truck,3,0184_lp_s02_3_truck_10_n03417042_5508.png
subject-02,bird,elephant,7,0185_lp_s02_7_elephant_10_n02504458_716.png
subject-02,keyboard,elephant,40,0186_lp_s02_40_elephant_10_n02504013_7143.png
subject-02,bird,bicycle,3,0187_lp_s02_3_bicycle_10_n03792782_210.png
subject-02,oven,car,15,0188_lp_s02_15_car_10_n02814533_58708.png
subject-02,cat,cat,10,0189_lp_s02_10_cat_10_n02123045_5747.png
subject-02,airplane,airplane,0,0190_lp_s02_0_airplane_10_n02690373_1051.png
subject-02,bird,bird,0,0191_lp_s02_0_bird_10_n01514859_12705.png
subject-02,dog,chair,15,0192_lp_s02_15_chair_10_n04429376_16192.png
subject-02,truck,airplane,7,0193_lp_s02_7_airplane_10_n02690373_2923.png
subject-02,dog,dog,1,0194_lp_s02_1_dog_10_n02097047_2376.png
subject-02,knife,dog,40,0195_lp_s02_40_dog_10_n02100583_14082.png
subject-02,clock,clock,7,0196_lp_s02_7_clock_10_n03196217_1272.png
subject-02,oven,airplane,40,0197_lp_s02_40_airplane_10_n02690373_1279.png
subject-02,chair,dog,15,0198_lp_s02_15_dog_10_n02093859_3707.png
subject-02,clock,clock,0,0199_lp_s02_0_clock_10_n04548280_2169.png
subject-02,keyboard,bird,15,0200_lp_s02_15_bird_10_n01843383_2843.png
subject-02,clock,oven,15,0201_lp_s02_15_oven_10_n04111531_8269.png
subject-02,airplane,bear,10,0202_lp_s02_10_bear_10_n02134084_27899.png
subject-02,clock,clock,0,0203_lp_s02_0_clock_10_n03196217_484.png
subject-02,oven,bottle,40,0204_lp_s02_40_bottle_10_n04591713_2537.png
subject-02,car,car,7,0205_lp_s02_7_car_10_n03100240_1216.png
subject-02,knife,knife,1,0206_lp_s02_1_knife_10_n03041632_33326.png
subject-02,clock,keyboard,10,0207_lp_s02_10_keyboard_10_n03085013_2432.png
subject-02,oven,clock,10,0208_lp_s02_10_clock_10_n03196217_8526.png
subject-02,bottle,bottle,1,0209_lp_s02_1_bottle_10_n04560804_22426.png
subject-02,oven,airplane,10,0210_lp_s02_10_airplane_10_n02690373_5427.png
subject-02,chair,chair,1,0211_lp_s02_1_chair_10_n03376595_6942.png
subject-02,clock,clock,1,0212_lp_s02_1_clock_10_n04548280_9700.png
subject-02,airplane,airplane,7,0213_lp_s02_7_airplane_10_n02690373_2564.png
subject-02,bicycle,bicycle,1,0214_lp_s02_1_bicycle_10_n03792782_22416.png
subject-02,bear,cat,15,0215_lp_s02_15_cat_10_n02123597_11940.png
subject-02,elephant,elephant,10,0216_lp_s02_10_elephant_10_n02504458_5197.png
subject-02,oven,bottle,15,0217_lp_s02_15_bottle_10_n03937543_2333.png
subject-02,elephant,elephant,10,0218_lp_s02_10_elephant_10_n02504458_11265.png
subject-02,clock,bicycle,40,0219_lp_s02_40_bicycle_10_n03792782_1868.png
subject-02,car,car,0,0220_lp_s02_0_car_10_n03100240_1696.png
subject-02,truck,truck,5,0221_lp_s02_5_truck_10_n03417042_12128.png
subject-02,bottle,bottle,5,0222_lp_s02_5_bottle_10_n02823428_4694.png
subject-02,knife,knife,0,0223_lp_s02_0_knife_10_n03041632_32337.png
subject-02,bottle,knife,5,0224_lp_s02_5_knife_10_n03041632_1661.png
subject-02,clock,clock,7,0225_lp_s02_7_clock_10_n03196217_4309.png
subject-02,car,car,1,0226_lp_s02_1_car_10_n02814533_48541.png
subject-02,knife,dog,10,0227_lp_s02_10_dog_10_n02088364_7448.png
subject-02,knife,truck,10,0228_lp_s02_10_truck_10_n03796401_180.png
subject-02,oven,cat,15,0229_lp_s02_15_cat_10_n02123159_737.png
subject-02,bird,cat,3,0230_lp_s02_3_cat_10_n02124075_7692.png
subject-02,car,truck,7,0231_lp_s02_7_truck_10_n04467665_9521.png
subject-02,cat,bicycle,10,0232_lp_s02_10_bicycle_10_n03792782_7108.png
subject-02,chair,cat,15,0233_lp_s02_15_cat_10_n02123159_7629.png
subject-02,dog,knife,15,0234_lp_s02_15_knife_10_n03041632_52848.png
subject-02,boat,oven,40,0235_lp_s02_40_oven_10_n04111531_5727.png
subject-02,boat,boat,3,0236_lp_s02_3_boat_10_n02951358_406.png
subject-02,oven,oven,10,0237_lp_s02_10_oven_10_n04111531_11634.png
subject-02,bear,car,40,0238_lp_s02_40_car_10_n02814533_7984.png
subject-02,bicycle,clock,40,0239_lp_s02_40_clock_10_n02708093_7810.png
subject-02,elephant,elephant,3,0240_lp_s02_3_elephant_10_n02504013_10330.png
subject-02,car,knife,15,0241_lp_s02_15_knife_10_n03041632_40530.png
subject-02,truck,truck,0,0242_lp_s02_0_truck_10_n04467665_71305.png
subject-02,bicycle,bicycle,0,0243_lp_s02_0_bicycle_10_n03792782_6546.png
subject-02,oven,oven,3,0244_lp_s02_3_oven_10_n04111531_4370.png
subject-02,elephant,cat,7,0245_lp_s02_7_cat_10_n02123159_6954.png
subject-02,boat,knife,40,0246_lp_s02_40_knife_10_n03041632_49363.png
subject-02,dog,dog,5,0247_lp_s02_5_dog_10_n02091635_7361.png
subject-02,elephant,elephant,0,0248_lp_s02_0_elephant_10_n02504013_3569.png
subject-02,knife,knife,0,0249_lp_s02_0_knife_10_n03041632_11741.png
subject-02,bear,bear,3,0250_lp_s02_3_bear_10_n02132136_15407.png
subject-02,bicycle,bicycle,3,0251_lp_s02_3_bicycle_10_n02835271_2594.png
subject-02,bird,bird,1,0252_lp_s02_1_bird_10_n01820546_4609.png
subject-02,bear,bear,1,0253_lp_s02_1_bear_10_n02132136_4271.png
subject-02,oven,airplane,15,0254_lp_s02_15_airplane_10_n02690373_9427.png
subject-02,oven,oven,3,0255_lp_s02_3_oven_10_n04111531_857.png
subject-02,chair,bottle,3,0256_lp_s02_3_bottle_10_n02823428_7650.png
subject-02,keyboard,truck,40,0257_lp_s02_40_truck_10_n03417042_17616.png
subject-02,oven,oven,10,0258_lp_s02_10_oven_10_n04111531_4392.png
subject-02,bear,truck,10,0259_lp_s02_10_truck_10_n03796401_16425.png
subject-02,boat,clock,40,0260_lp_s02_40_clock_10_n04548280_4143.png
subject-02,dog,dog,3,0261_lp_s02_3_dog_10_n02104365_3580.png
subject-02,bottle,bottle,1,0262_lp_s02_1_bottle_10_n04591713_4764.png
subject-02,dog,elephant,15,0263_lp_s02_15_elephant_10_n02504458_1000.png
subject-02,car,car,1,0264_lp_s02_1_car_10_n02814533_43868.png
subject-02,airplane,airplane,3,0265_lp_s02_3_airplane_10_n02690373_3993.png
subject-02,bottle,bottle,1,0266_lp_s02_1_bottle_10_n02823428_8280.png
subject-02,oven,oven,40,0267_lp_s02_40_oven_10_n04111531_4988.png
subject-02,cat,cat,7,0268_lp_s02_7_cat_10_n02123394_4232.png
subject-02,elephant,elephant,0,0269_lp_s02_0_elephant_10_n02504458_5482.png
subject-02,clock,knife,3,0270_lp_s02_3_knife_10_n03041632_9256.png
subject-02,cat,cat,5,0271_lp_s02_5_cat_10_n02125311_39208.png
subject-02,oven,truck,40,0272_lp_s02_40_truck_10_n03796401_10234.png
subject-02,boat,boat,0,0273_lp_s02_0_boat_10_n03344393_3452.png
subject-02,clock,bird,40,0274_lp_s02_40_bird_10_n01614925_13283.png
subject-02,boat,boat,1,0275_lp_s02_1_boat_10_n03344393_4001.png
subject-02,bear,elephant,15,0276_lp_s02_15_elephant_10_n02504013_5887.png
subject-02,bear,elephant,7,0277_lp_s02_7_elephant_10_n02504013_7674.png
subject-02,keyboard,keyboard,0,0278_lp_s02_0_keyboard_10_n03085013_26656.png
subject-02,knife,knife,15,0279_lp_s02_15_knife_10_n03041632_1964.png
subject-02,clock,clock,3,0280_lp_s02_3_clock_10_n02708093_4912.png
subject-02,chair,oven,0,0281_lp_s02_0_oven_10_n04111531_10420.png
subject-02,oven,oven,1,0282_lp_s02_1_oven_10_n04111531_22445.png
subject-02,clock,clock,5,0283_lp_s02_5_clock_10_n04548280_3563.png
subject-02,cat,cat,10,0284_lp_s02_10_cat_10_n02123394_1957.png
subject-02,car,chair,40,0285_lp_s02_40_chair_10_n04099969_20684.png
subject-02,na,knife,5,0286_lp_s02_5_knife_10_n03041632_20433.png
subject-02,clock,keyboard,5,0287_lp_s02_5_keyboard_10_n04505470_4878.png
subject-02,airplane,airplane,1,0288_lp_s02_1_airplane_10_n02690373_5773.png
subject-02,dog,dog,1,0289_lp_s02_1_dog_10_n02113624_8023.png
subject-02,cat,bird,40,0290_lp_s02_40_bird_10_n02006656_10568.png
subject-02,bicycle,bicycle,1,0291_lp_s02_1_bicycle_10_n02835271_17184.png
subject-02,car,car,1,0292_lp_s02_1_car_10_n02814533_83577.png
subject-02,bird,bird,0,0293_lp_s02_0_bird_10_n02011460_3892.png
subject-02,bicycle,bicycle,7,0294_lp_s02_7_bicycle_10_n03792782_6149.png
subject-02,airplane,airplane,5,0295_lp_s02_5_airplane_10_n02690373_7489.png
subject-02,clock,cat,40,0296_lp_s02_40_cat_10_n02123597_6542.png
subject-02,oven,bottle,15,0297_lp_s02_15_bottle_10_n02823428_8114.png
subject-02,elephant,elephant,1,0298_lp_s02_1_elephant_10_n02504458_11345.png
subject-02,knife,knife,1,0299_lp_s02_1_knife_10_n03041632_40887.png
subject-02,truck,truck,5,0300_lp_s02_5_truck_10_n03796401_4878.png
subject-02,keyboard,keyboard,7,0301_lp_s02_7_keyboard_10_n03085013_6828.png
subject-02,truck,truck,3,0302_lp_s02_3_truck_10_n04467665_19645.png
subject-02,boat,car,40,0303_lp_s02_40_car_10_n04285008_11748.png
subject-02,keyboard,keyboard,10,0304_lp_s02_10_keyboard_10_n04505470_9570.png
subject-02,elephant,elephant,0,0305_lp_s02_0_elephant_10_n02504458_10428.png
subject-02,car,car,10,0306_lp_s02_10_car_10_n02814533_32924.png
subject-02,dog,dog,7,0307_lp_s02_7_dog_10_n02097047_911.png
subject-02,oven,oven,0,0308_lp_s02_0_oven_10_n04111531_136.png
subject-02,dog,dog,0,0309_lp_s02_0_dog_10_n02094258_4979.png
subject-02,cat,cat,3,0310_lp_s02_3_cat_10_n02123045_20366.png
subject-02,cat,oven,7,0311_lp_s02_7_oven_10_n04111531_13862.png
subject-02,clock,clock,1,0312_lp_s02_1_clock_10_n04548280_5525.png
subject-02,bear,bear,7,0313_lp_s02_7_bear_10_n02133161_2281.png
subject-02,cat,bird,15,0314_lp_s02_15_bird_10_n02002724_383.png
subject-02,truck,truck,5,0315_lp_s02_5_truck_10_n04467665_34253.png
subject-02,clock,clock,10,0316_lp_s02_10_clock_10_n02708093_135.png
subject-02,knife,knife,3,0317_lp_s02_3_knife_10_n03041632_12949.png
subject-02,cat,cat,7,0318_lp_s02_7_cat_10_n02123597_14267.png
subject-02,keyboard,keyboard,7,0319_lp_s02_7_keyboard_10_n04505470_4458.png
subject-02,oven,keyboard,15,0320_lp_s02_15_keyboard_10_n03085013_21397.png
subject-02,bear,elephant,1,0321_lp_s02_1_elephant_10_n02504458_5671.png
subject-02,cat,cat,0,0322_lp_s02_0_cat_10_n02124075_17347.png
subject-02,dog,bottle,10,0323_lp_s02_10_bottle_10_n02823428_5135.png
subject-02,oven,clock,15,0324_lp_s02_15_clock_10_n03196217_2488.png
subject-02,knife,oven,0,0325_lp_s02_0_oven_10_n04111531_6313.png
subject-02,knife,knife,10,0326_lp_s02_10_knife_10_n03041632_6309.png
subject-02,car,car,7,0327_lp_s02_7_car_10_n02814533_3594.png
subject-02,clock,keyboard,5,0328_lp_s02_5_keyboard_10_n04505470_4371.png
subject-02,knife,knife,1,0329_lp_s02_1_knife_10_n03041632_24798.png
subject-02,cat,dog,7,0330_lp_s02_7_dog_10_n02111277_50807.png
subject-02,cat,cat,1,0331_lp_s02_1_cat_10_n02124075_7663.png
subject-02,cat,chair,10,0332_lp_s02_10_chair_10_n02791124_6865.png
subject-02,keyboard,keyboard,3,0333_lp_s02_3_keyboard_10_n04505470_5091.png
subject-02,knife,keyboard,10,0334_lp_s02_10_keyboard_10_n03085013_4374.png
subject-02,clock,chair,5,0335_lp_s02_5_chair_10_n04429376_1935.png
subject-02,oven,bottle,5,0336_lp_s02_5_bottle_10_n04560804_2176.png
subject-02,cat,cat,0,0337_lp_s02_0_cat_10_n02123045_8215.png
subject-02,cat,cat,10,0338_lp_s02_10_cat_10_n02123394_3144.png
subject-02,bicycle,keyboard,5,0339_lp_s02_5_keyboard_10_n03085013_26573.png
subject-02,bear,bear,10,0340_lp_s02_10_bear_10_n02132136_10468.png
subject-02,elephant,elephant,1,0341_lp_s02_1_elephant_10_n02504013_3739.png
subject-02,bear,bear,3,0342_lp_s02_3_bear_10_n02133161_1480.png
subject-02,chair,chair,7,0343_lp_s02_7_chair_10_n04099969_34325.png
subject-02,airplane,airplane,1,0344_lp_s02_1_airplane_10_n02690373_5010.png
subject-02,clock,clock,3,0345_lp_s02_3_clock_10_n04548280_5765.png
subject-02,chair,chair,0,0346_lp_s02_0_chair_10_n04099969_2038.png
subject-02,knife,knife,7,0347_lp_s02_7_knife_10_n03041632_2153.png
subject-02,elephant,elephant,3,0348_lp_s02_3_elephant_10_n02504013_9021.png
subject-02,bottle,bottle,3,0349_lp_s02_3_bottle_10_n03983396_12728.png
